## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE metrics/ERR2828359_InsertSize_histogram.pdf --MINIMUM_PCT 0.5 --INPUT post_aligned/ERR2828359_fixed_sorted.bam --OUTPUT metrics/ERR2828359_InsertSize.txt --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:51:41 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
168	128	46	2	242919272	187.548312	82.869395	56603023	FR	19	37	55	75	93	115	139	171	265	373	615			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
190	258930
191	257119
192	253237
193	250983
194	248984
195	245805
196	243586
197	242473
198	238734
199	236133
200	233046
201	231535
202	228399
203	226678
204	224873
205	222422
206	220418
207	218325
208	215319
209	212571
210	211602
211	207659
212	207039
213	203769
214	200920
215	199865
216	196901
217	195202
218	193853
219	190361
220	188187
221	186387
222	184983
223	182480
224	179493
225	178252
226	176623
227	173513
228	171996
229	169762
230	168570
231	166229
232	163370
233	161842
234	159991
235	158249
236	156440
237	154837
238	152342
239	151642
240	149266
241	147240
242	145527
243	145240
244	141997
245	140061
246	137804
247	137100
248	136164
249	133815
250	132661
251	130913
252	129361
253	128109
254	126456
255	124443
256	122426
257	121360
258	120029
259	119033
260	117158
261	115434
262	114393
263	113061
264	111991
265	110492
266	107894
267	107209
268	105911
269	104773
270	103314
271	101873
272	101032
273	99898
274	98792
275	97068
276	95937
277	95050
278	93786
279	92382
280	91216
281	90355
282	89183
283	88387
284	87514
285	85660
286	84395
287	84006
288	82675
289	81777
290	80080
291	79978
292	78663
293	78159
294	76880
295	75966
296	74615
297	73763
298	73212
299	71974
300	71301
301	70917
302	69590
303	68525
304	67411
305	67514
306	66694
307	65545
308	64705
309	64193
310	63180
311	62287
312	61168
313	60346
314	59764
315	59514
316	58702
317	57733
318	57408
319	56324
320	55889
321	54972
322	54174
323	53902
324	53079
325	52862
326	52010
327	50946
328	50397
329	50000
330	49118
331	48520
332	48030
333	47597
334	46720
335	46204
336	45881
337	45806
338	44568
339	43668
340	43532
341	43110
342	42671
343	41898
344	41802
345	40521
346	40287
347	39847
348	39477
349	38764
350	38834
351	37995
352	37703
353	37049
354	36727
355	35951
356	35817
357	35097
358	34826
359	34410
360	33982
361	33584
362	33270
363	32812
364	32489
365	31998
366	31432
367	31122
368	30990
369	30513
370	30031
371	29424
372	29427
373	29365
374	28600
375	27872
376	27882
377	27879
378	27208
379	27166
380	26604
381	26031
382	25695
383	25478
384	25023
385	24857
386	24535
387	24164
388	24003
389	23941
390	23395
391	23227
392	22682
393	22237
394	22003
395	21847
396	21841
397	21342
398	21203
399	20896
400	20393
401	20600
402	20170
403	19984
404	19694
405	19403
406	18918
407	18723
408	18775
409	18307
410	18002
411	18096
412	17784
413	17529
414	17555
415	17235
416	16858
417	16508
418	16259
419	15995
420	15869
421	15604
422	15655
423	15320
424	15178
425	15137
426	14816
427	14447
428	14295
429	14331
430	13987
431	13987
432	13541
433	13601
434	13216
435	12974
436	12915
437	12874
438	12662
439	12600
440	12124
441	12169
442	12015
443	11935
444	11614
445	11476
446	11388
447	11286
448	10798
449	10891
450	10822
451	10605
452	10482
453	10360
454	10433
455	10232
456	9838
457	9864
458	9858
459	9625
460	9473
461	9345
462	9291
463	9267
464	9072
465	8808
466	8669
467	8810
468	8736
469	8558
470	8498
471	8263
472	8093
473	7902
474	7884
475	7866
476	7804
477	7645
478	7503
479	7347
480	7454
481	7274
482	7137
483	7058
484	7085
485	6776
486	6762
487	6693
488	6657
489	6496
490	6609
491	6341
492	6153
493	6391
494	5998
495	6092
496	6033
497	5800
498	5783
499	5714
500	5849
501	5636
502	5394
503	5405
504	5153
505	5331
506	5064
507	4995
508	5104
509	4979
510	4903
511	4714
512	4660
513	4582
514	4669
515	4559
516	4444
517	4449
518	4215
519	4288
520	4207
521	4083
522	4171
523	4034
524	3976
525	3843
526	3872
527	3781
528	3644
529	3662
530	3719
531	3496
532	3597
533	3399
534	3384
535	3271
536	3329
537	3182
538	3166
539	3145
540	3126
541	2978
542	3014
543	2920
544	2951
545	2796
546	2795
547	2686
548	2678
549	2628
550	2612
551	2513
552	2475
553	2495
554	2439
555	2442
556	2444
557	2414
558	2269
559	2316
560	2184
561	2285
562	2210
563	2131
564	2184
565	2137
566	2141
567	2056
568	2153
569	1974
570	1999
571	1912
572	1999
573	1977
574	1895
575	1782
576	1864
577	1765
578	1866
579	1776
580	1769
581	1719
582	1673
583	1704
584	1674
585	1636
586	1579
587	1605
588	1587
589	1569
590	1477
591	1467
592	1461
593	1449
594	1392
595	1411
596	1394
597	1345
598	1409
599	1300
600	1276
601	1272
602	1237
603	1292
604	1260
605	1203
606	1161
607	1130
608	1150
609	1196
610	1133
611	1169
612	1051
613	1069
614	1060
615	1070
616	1099
617	987
618	1042
619	1008
620	967
621	995
622	982
623	971
624	920
625	948
626	943
627	921
628	884

