## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE metrics/ERR2828404_InsertSize_histogram.pdf --MINIMUM_PCT 0.5 --INPUT post_aligned/ERR2828404_fixed_sorted.bam --OUTPUT metrics/ERR2828404_InsertSize.txt --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:36:07 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
158	130	38	2	237642438	172.30821	65.509644	36723248	FR	15	31	45	61	77	95	113	141	207	287	465			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
189	177374
190	175194
191	172030
192	170113
193	167926
194	165573
195	163419
196	161018
197	160052
198	157323
199	155513
200	152809
201	151410
202	149260
203	146314
204	145272
205	143777
206	141410
207	138555
208	137417
209	135782
210	133303
211	131229
212	129907
213	128180
214	126044
215	124160
216	122820
217	121159
218	119693
219	117629
220	115843
221	114407
222	112877
223	111042
224	109289
225	107986
226	105816
227	104089
228	103049
229	101846
230	100587
231	98711
232	96512
233	95482
234	94434
235	92440
236	90860
237	89971
238	88389
239	87132
240	86081
241	84392
242	83694
243	81533
244	80943
245	80129
246	78283
247	77694
248	76153
249	75011
250	73464
251	72602
252	71131
253	70092
254	68767
255	68129
256	67120
257	66097
258	65153
259	64015
260	62876
261	61549
262	61099
263	59951
264	58935
265	58086
266	57612
267	56117
268	55465
269	54154
270	53202
271	52769
272	51718
273	51134
274	50392
275	49789
276	48677
277	47793
278	46995
279	46140
280	45505
281	44858
282	44349
283	43043
284	42341
285	42111
286	41207
287	41057
288	39870
289	39084
290	38613
291	38305
292	37387
293	36723
294	36190
295	35756
296	35002
297	34557
298	34339
299	33488
300	32891
301	32106
302	31745
303	31296
304	31045
305	30125
306	30078
307	29181
308	28727
309	28172
310	27961
311	27338
312	26691
313	26360
314	25915
315	25513
316	24768
317	24785
318	24319
319	23948
320	23415
321	23235
322	22387
323	22277
324	22105
325	21596
326	21175
327	20876
328	20593
329	20181
330	19959
331	19622
332	19419
333	18726
334	18466
335	17986
336	18125
337	17895
338	17347
339	17020
340	16875
341	16620
342	16100
343	15956
344	15568
345	15308
346	15170
347	14935
348	14519
349	14412
350	14050
351	13903
352	13536
353	13484
354	13369
355	12909
356	12794
357	12514
358	12371
359	12030
360	11751
361	11786
362	11443
363	11144
364	11156
365	10869
366	10598
367	10512
368	10353
369	10242
370	10004
371	9898
372	9635
373	9361
374	9364
375	8969
376	8887
377	8630
378	8518
379	8516
380	8316
381	8118
382	7999
383	7938
384	7748
385	7720
386	7428
387	7356
388	7254
389	6972
390	6831
391	6821
392	6729
393	6648
394	6354
395	6362
396	6105
397	6156
398	6051
399	5847
400	5955
401	5645
402	5698
403	5521
404	5428
405	5347
406	5092
407	5166
408	5035
409	4973
410	4909
411	4717
412	4746
413	4636
414	4519
415	4369
416	4398
417	4259
418	4163
419	4151
420	4015
421	3914
422	3908
423	3815
424	3749
425	3681
426	3515
427	3510
428	3464
429	3389
430	3271
431	3291
432	3220
433	3077
434	3009
435	3048
436	2928
437	2839
438	2769
439	2745
440	2722
441	2674
442	2513
443	2550
444	2465
445	2386
446	2293
447	2264
448	2260
449	2180
450	2098
451	2127
452	2057
453	1909
454	1871
455	1831
456	1892
457	1845
458	1776
459	1753
460	1682
461	1702
462	1621
463	1661
464	1594
465	1565
466	1504
467	1440
468	1435
469	1371
470	1451
471	1332
472	1309
473	1305
474	1361
475	1151
476	1296
477	1235
478	1171
479	1195
480	1141
481	1104
482	1078
483	1091
484	1092
485	999
486	1005
487	1047
488	989
489	991
490	954
491	956
492	958
493	833
494	850
495	834
496	863
497	876
498	780
499	815
500	813
501	729
502	748
503	745
504	748
505	752
506	698
507	677
508	661
509	670
510	641
511	630
512	625
513	602
514	628
515	593
516	560
517	533
518	573
519	534
520	546
521	511
522	543
523	478
524	501
525	569
526	456
527	449
528	417
529	363
530	439
531	443
532	444
533	441
534	376
535	372
536	340
537	344
538	339

