## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE metrics/ERR2828357_InsertSize_histogram.pdf --MINIMUM_PCT 0.5 --INPUT post_aligned/ERR2828357_fixed_sorted.bam --OUTPUT metrics/ERR2828357_InsertSize.txt --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:42:06 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
168	133	45	2	240632905	186.281996	79.713255	43426988	FR	19	35	53	71	91	111	135	167	253	357	591			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
187	211826
188	209311
189	208244
190	204831
191	204175
192	201674
193	199121
194	196946
195	194741
196	192945
197	191205
198	189166
199	186597
200	184933
201	182643
202	180482
203	178874
204	176803
205	174736
206	173107
207	170842
208	169324
209	167120
210	164921
211	162788
212	161517
213	159712
214	157501
215	155583
216	154141
217	151321
218	149857
219	148080
220	146454
221	144764
222	143449
223	141394
224	139955
225	138217
226	136152
227	134530
228	132440
229	131158
230	130055
231	128177
232	126339
233	125792
234	123904
235	122029
236	120552
237	119147
238	117494
239	116465
240	114378
241	113478
242	111797
243	110455
244	109265
245	106737
246	105905
247	105018
248	103565
249	102403
250	100908
251	99122
252	97829
253	97045
254	95827
255	93944
256	93580
257	92646
258	91052
259	90393
260	88421
261	87251
262	86476
263	84883
264	83864
265	83103
266	81478
267	80513
268	79819
269	79082
270	77929
271	76958
272	75756
273	74249
274	73996
275	72873
276	72052
277	71578
278	69990
279	69304
280	68973
281	67800
282	66875
283	66149
284	65268
285	64011
286	63567
287	62777
288	61789
289	60889
290	60709
291	59704
292	58508
293	58247
294	57506
295	56455
296	55662
297	54768
298	54280
299	53640
300	53400
301	52593
302	51912
303	50897
304	50685
305	50326
306	48878
307	48401
308	48245
309	46819
310	46771
311	46227
312	45349
313	45261
314	44722
315	43586
316	43624
317	43127
318	42570
319	41632
320	41258
321	40439
322	40047
323	40145
324	39281
325	38665
326	38162
327	37567
328	37432
329	37029
330	36447
331	36014
332	35393
333	34700
334	34750
335	34025
336	33644
337	32922
338	32828
339	32478
340	31947
341	31452
342	30871
343	31089
344	30114
345	29964
346	29533
347	29313
348	28726
349	28077
350	28137
351	27830
352	27475
353	26765
354	27008
355	26082
356	26042
357	25403
358	25325
359	24710
360	24466
361	24054
362	23875
363	23649
364	23452
365	22882
366	22655
367	22256
368	22061
369	21271
370	21539
371	21262
372	20584
373	20573
374	20243
375	19687
376	19731
377	19449
378	19287
379	18801
380	18581
381	18221
382	18300
383	17896
384	17544
385	17386
386	17144
387	16846
388	16701
389	16637
390	16211
391	16137
392	15646
393	15690
394	15541
395	15104
396	14820
397	14705
398	14615
399	14490
400	14068
401	14159
402	13887
403	13631
404	13478
405	13309
406	13114
407	12784
408	12663
409	12655
410	12341
411	12042
412	12185
413	11861
414	11820
415	11528
416	11336
417	11287
418	11076
419	10813
420	10620
421	10454
422	10417
423	10246
424	10356
425	10074
426	10066
427	9794
428	9605
429	9644
430	9388
431	9191
432	9239
433	8986
434	8885
435	8589
436	8533
437	8539
438	8357
439	8410
440	8301
441	8202
442	7895
443	7986
444	7880
445	7732
446	7509
447	7657
448	7464
449	7392
450	7350
451	7020
452	6978
453	6835
454	6861
455	6850
456	6643
457	6535
458	6463
459	6293
460	6266
461	6110
462	6110
463	6177
464	6058
465	5937
466	5936
467	5813
468	5630
469	5540
470	5600
471	5509
472	5332
473	5234
474	5274
475	5210
476	5107
477	5094
478	4937
479	4851
480	4795
481	4844
482	4835
483	4598
484	4519
485	4601
486	4365
487	4376
488	4251
489	4290
490	4194
491	4214
492	4003
493	3946
494	4037
495	3978
496	3856
497	3954
498	3761
499	3596
500	3691
501	3619
502	3492
503	3414
504	3378
505	3391
506	3269
507	3130
508	3161
509	3158
510	3198
511	3027
512	2943
513	2864
514	2987
515	2920
516	2835
517	2789
518	2690
519	2749
520	2569
521	2579
522	2563
523	2509
524	2432
525	2390
526	2383
527	2345
528	2282
529	2157
530	2271
531	2167
532	2239
533	2107
534	2102
535	2057
536	2017
537	2016
538	2096
539	1989
540	1934
541	1845
542	1923
543	1816
544	1902
545	1795
546	1808
547	1771
548	1801
549	1792
550	1704
551	1703
552	1625
553	1637
554	1587
555	1572
556	1612
557	1569
558	1520
559	1447
560	1472
561	1521
562	1384
563	1387
564	1358
565	1372
566	1348
567	1252
568	1271
569	1270
570	1293
571	1225
572	1223
573	1126
574	1233
575	1214
576	1275
577	1161
578	1124
579	1122
580	1070
581	1060
582	1079
583	1098
584	975
585	1062
586	1014
587	1018
588	973
589	963
590	972
591	955
592	950
593	963
594	866
595	963
596	910
597	845
598	870
599	815
600	879
601	857
602	774
603	785
604	806
605	774
606	805
607	766
608	783
609	751
610	727
611	714
612	693
613	658
614	703
615	668
616	646
617	626
618	618

