## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE metrics/ERR2828367_InsertSize_histogram.pdf --MINIMUM_PCT 0.5 --INPUT post_aligned/ERR2828367_fixed_sorted.bam --OUTPUT metrics/ERR2828367_InsertSize.txt --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:40:45 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
168	132	46	2	242328049	187.442771	81.6354	42773534	FR	19	37	55	73	93	113	137	169	261	367	609			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
188	202546
189	200366
190	198751
191	196189
192	195517
193	191591
194	190400
195	188725
196	187209
197	185352
198	183056
199	181262
200	179646
201	178025
202	176822
203	174384
204	172231
205	169754
206	168398
207	166297
208	165667
209	162635
210	160775
211	159693
212	158515
213	156546
214	153731
215	152825
216	151636
217	149965
218	148461
219	146657
220	145070
221	143325
222	141344
223	140064
224	138004
225	137107
226	135186
227	132978
228	131886
229	129775
230	128880
231	127371
232	125499
233	124694
234	122199
235	121139
236	119761
237	118216
238	116752
239	116384
240	113704
241	112620
242	111611
243	109559
244	108542
245	107264
246	105505
247	104434
248	104249
249	101890
250	100796
251	99869
252	98966
253	97348
254	96010
255	94250
256	93551
257	92350
258	91792
259	89988
260	89163
261	87313
262	86661
263	85378
264	84697
265	83702
266	82422
267	81363
268	80144
269	79342
270	78585
271	76863
272	76299
273	74746
274	74051
275	73538
276	72588
277	71740
278	70785
279	69672
280	69066
281	67783
282	67171
283	65969
284	65274
285	65062
286	64118
287	63001
288	61947
289	61481
290	60867
291	59884
292	59148
293	58302
294	57763
295	57055
296	56154
297	55243
298	54458
299	54549
300	53852
301	52922
302	52119
303	51642
304	50714
305	50401
306	49532
307	48670
308	48425
309	47869
310	47142
311	46461
312	45820
313	45487
314	45196
315	44115
316	43540
317	43313
318	42519
319	42131
320	41500
321	41110
322	40792
323	39649
324	39677
325	38762
326	38045
327	37859
328	37491
329	37191
330	36503
331	35785
332	35351
333	35167
334	34597
335	34200
336	33610
337	33176
338	32832
339	32825
340	32259
341	31925
342	31331
343	30858
344	30532
345	29865
346	29898
347	29622
348	28849
349	28802
350	28167
351	28058
352	27710
353	27194
354	26725
355	26426
356	26138
357	25888
358	25223
359	25036
360	25094
361	24637
362	24543
363	23894
364	23496
365	23319
366	22865
367	22755
368	22488
369	22263
370	21792
371	21623
372	21223
373	20807
374	20719
375	20669
376	20021
377	20053
378	19519
379	19335
380	19065
381	18803
382	18594
383	18481
384	18269
385	17884
386	17576
387	17434
388	17142
389	17072
390	16791
391	16643
392	16544
393	16356
394	15988
395	15629
396	15468
397	15340
398	15261
399	14970
400	14970
401	14626
402	14326
403	14096
404	13976
405	13651
406	13786
407	13450
408	13339
409	13057
410	13160
411	12774
412	12610
413	12802
414	12339
415	12303
416	12045
417	11963
418	11727
419	11745
420	11490
421	11393
422	11195
423	10975
424	11024
425	10765
426	10598
427	10496
428	10353
429	10256
430	10133
431	9801
432	9659
433	9669
434	9671
435	9417
436	9405
437	9253
438	9203
439	9054
440	8838
441	8852
442	8657
443	8648
444	8387
445	8407
446	8091
447	8050
448	8081
449	7992
450	7923
451	7765
452	7661
453	7435
454	7543
455	7326
456	7306
457	7046
458	7021
459	6900
460	6960
461	6915
462	6896
463	6642
464	6639
465	6371
466	6438
467	6406
468	6154
469	6185
470	6149
471	5999
472	5944
473	5889
474	5823
475	5624
476	5646
477	5747
478	5468
479	5482
480	5399
481	5223
482	5267
483	5153
484	5106
485	5030
486	4987
487	4776
488	4730
489	4855
490	4801
491	4635
492	4480
493	4573
494	4439
495	4328
496	4337
497	4228
498	4191
499	3970
500	4017
501	4151
502	3925
503	3882
504	3732
505	3629
506	3807
507	3580
508	3604
509	3463
510	3438
511	3390
512	3402
513	3377
514	3262
515	3239
516	3314
517	3229
518	3060
519	3072
520	2967
521	2938
522	2877
523	2932
524	2852
525	2786
526	2675
527	2731
528	2762
529	2564
530	2676
531	2463
532	2514
533	2420
534	2398
535	2290
536	2271
537	2357
538	2269
539	2304
540	2237
541	2133
542	2104
543	2113
544	2030
545	1939
546	1989
547	1915
548	1908
549	1846
550	1855
551	1756
552	1838
553	1736
554	1780
555	1786
556	1715
557	1694
558	1641
559	1638
560	1647
561	1648
562	1543
563	1561
564	1512
565	1549
566	1499
567	1476
568	1446
569	1402
570	1431
571	1391
572	1368
573	1420
574	1346
575	1227
576	1249
577	1314
578	1290
579	1227
580	1294
581	1238
582	1217
583	1200
584	1147
585	1219
586	1128
587	1122
588	1160
589	1137
590	1051
591	1051
592	994
593	1015
594	1034
595	1020
596	1002
597	951
598	959
599	983
600	985
601	914
602	907
603	920
604	885
605	969
606	843
607	826
608	840
609	922
610	763
611	815
612	742
613	794
614	802
615	743
616	760
617	771
618	700
619	708
620	703
621	713
622	694
623	698
624	637
625	683
626	647
627	675
628	655

