## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE metrics/ERR2828368_InsertSize_histogram.pdf --MINIMUM_PCT 0.5 --INPUT post_aligned/ERR2828368_fixed_sorted.bam --OUTPUT metrics/ERR2828368_InsertSize.txt --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:41:15 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
170	128	46	2	245289390	189.027435	82.899127	44101977	FR	19	37	55	75	93	115	139	171	263	373	621			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
188	209012
189	206750
190	204485
191	202914
192	201256
193	199504
194	196978
195	195758
196	193376
197	191076
198	189393
199	187452
200	185384
201	183212
202	182519
203	180853
204	178022
205	176483
206	174244
207	172600
208	170560
209	168866
210	168045
211	165195
212	163118
213	161549
214	160225
215	157533
216	157042
217	154881
218	153536
219	151223
220	149509
221	148671
222	146532
223	144083
224	143161
225	141650
226	139543
227	137565
228	136041
229	135138
230	133874
231	131780
232	130295
233	129114
234	127276
235	125840
236	125075
237	123566
238	121337
239	119556
240	117855
241	116887
242	115742
243	114438
244	113127
245	111547
246	109937
247	109343
248	107106
249	105984
250	104456
251	103889
252	102081
253	101024
254	99363
255	99221
256	97550
257	95392
258	94683
259	93725
260	92166
261	91411
262	90156
263	89810
264	88535
265	86698
266	86044
267	84854
268	83645
269	82661
270	81708
271	81197
272	79608
273	79031
274	77382
275	76275
276	75175
277	74810
278	73968
279	72849
280	72402
281	70957
282	70087
283	69752
284	68265
285	67846
286	66855
287	66149
288	65265
289	64652
290	63542
291	63076
292	62263
293	61315
294	60864
295	60326
296	58899
297	58327
298	57785
299	56661
300	56450
301	55630
302	54791
303	53943
304	53599
305	53137
306	52462
307	51385
308	50739
309	50539
310	49281
311	48440
312	48275
313	47647
314	47538
315	46488
316	45896
317	45603
318	44736
319	44201
320	44023
321	42824
322	42562
323	42108
324	41666
325	41123
326	41101
327	40141
328	39623
329	39011
330	38773
331	37990
332	37909
333	37294
334	36886
335	36318
336	35849
337	35387
338	34811
339	34680
340	34133
341	33710
342	33255
343	32931
344	32217
345	31963
346	31444
347	31519
348	30586
349	30440
350	30001
351	29749
352	29182
353	28923
354	28775
355	28421
356	27996
357	27345
358	27031
359	27383
360	26438
361	26408
362	25906
363	25643
364	25500
365	24984
366	24893
367	24327
368	24181
369	23841
370	23536
371	23261
372	22937
373	22912
374	22402
375	21903
376	22066
377	21443
378	21233
379	20835
380	21231
381	20174
382	20365
383	20010
384	19564
385	19599
386	19090
387	18872
388	18755
389	18238
390	17848
391	17826
392	17790
393	17742
394	17367
395	17314
396	16858
397	16688
398	16715
399	16311
400	16034
401	16083
402	15731
403	15519
404	15402
405	15167
406	14741
407	14799
408	14622
409	14604
410	14120
411	13955
412	14025
413	13742
414	13627
415	13306
416	12960
417	12961
418	12956
419	12770
420	12411
421	12399
422	12252
423	11965
424	11990
425	11941
426	11576
427	11486
428	11504
429	11312
430	11262
431	10965
432	10841
433	10524
434	10605
435	10506
436	10212
437	10167
438	10028
439	10016
440	9758
441	9726
442	9628
443	9421
444	9371
445	9193
446	9147
447	9192
448	8932
449	8741
450	8660
451	8576
452	8552
453	8356
454	8373
455	8011
456	8188
457	7905
458	7850
459	7666
460	7624
461	7498
462	7532
463	7343
464	7221
465	7365
466	7089
467	7077
468	6976
469	6772
470	6928
471	6629
472	6457
473	6637
474	6331
475	6390
476	6169
477	6193
478	6014
479	6025
480	5902
481	5872
482	5659
483	5784
484	5662
485	5587
486	5365
487	5494
488	5286
489	5111
490	5235
491	5071
492	5145
493	5057
494	4985
495	4830
496	4800
497	4783
498	4794
499	4510
500	4495
501	4418
502	4521
503	4383
504	4229
505	4273
506	4264
507	4301
508	4175
509	4025
510	3823
511	3963
512	3846
513	3854
514	3651
515	3731
516	3639
517	3672
518	3496
519	3416
520	3568
521	3442
522	3233
523	3282
524	3252
525	3207
526	3071
527	3016
528	2989
529	3032
530	2995
531	2908
532	2794
533	2782
534	2802
535	2720
536	2615
537	2719
538	2543
539	2579
540	2501
541	2429
542	2442
543	2380
544	2384
545	2366
546	2302
547	2282
548	2239
549	2094
550	2059
551	2095
552	2148
553	2048
554	1996
555	2058
556	2000
557	2007
558	1968
559	1900
560	1916
561	1860
562	1827
563	1814
564	1790
565	1738
566	1724
567	1719
568	1730
569	1624
570	1745
571	1594
572	1630
573	1650
574	1564
575	1568
576	1531
577	1473
578	1514
579	1517
580	1444
581	1312
582	1441
583	1385
584	1368
585	1331
586	1323
587	1399
588	1333
589	1306
590	1270
591	1222
592	1241
593	1211
594	1277
595	1243
596	1170
597	1129
598	1203
599	1058
600	1088
601	1190
602	1164
603	1058
604	1020
605	1086
606	1048
607	979
608	1023
609	986
610	985
611	1011
612	958
613	959
614	948
615	934
616	972
617	907
618	898
619	843
620	835
621	851
622	833
623	847
624	812
625	811
626	759
627	810
628	782
629	784
630	757

